"GameID","Date","Competition","HomeTeam","AwayTeam","FTHG","FTAG","FTR","HS","AS","HST","AST","HF","AF","HC","AC","HY","AY","HR","AR","ModerateMistakes","Corner_Mistakes","Yellow_Mistakes","Total_Goals","Total_Shots","Total_Shots_On_Target","Total_Fouls","Total_Corners","Total_Yellow_Cards","Total_Red_Cards"
"20240217MONKEL",2024-02-17,"Scotland League 1","Montrose","Kelty Hearts",4,2,"H",13,11,5,4,14,7,7,3,1,1,0,0,0,0,0,6,24,9,21,10,2,0
"20240220FALMON",2024-02-20,"Scotland League 1","Falkirk","Montrose",3,0,"H",16,5,8,1,13,13,5,4,2,1,0,0,0,0,0,3,21,9,26,9,3,0
"20240224COVANN",2024-02-24,"Scotland League 1","Cove Rangers","Annan Athletic",2,1,"H",10,6,4,3,6,8,3,9,1,2,0,0,0,0,0,3,16,7,14,12,3,0
"20240224HAMALL",2024-02-24,"Scotland League 1","Hamilton","Alloa",1,2,"A",18,13,9,5,5,9,8,8,0,0,0,0,0,0,0,3,31,14,14,16,0,0
"20240224KELFAL",2024-02-24,"Scotland League 1","Kelty Hearts","Falkirk",0,1,"A",4,12,2,7,13,14,5,16,3,2,1,0,0,0,0,1,16,9,27,21,5,1
"20240224STIEDI",2024-02-24,"Scotland League 1","Stirling","Edinburgh City",4,0,"H",18,4,12,1,7,14,8,3,1,1,0,1,0,0,0,4,22,13,21,11,2,1
"20240224QUEMON",2024-02-24,"Scotland League 1","Queen of Sth","Montrose",2,3,"A",6,9,2,4,14,13,3,5,1,1,0,0,0,0,0,5,15,6,27,8,2,0
"20240227STIHAM",2024-02-27,"Scotland League 1","Stirling","Hamilton",0,0,"D",7,13,4,3,12,13,4,8,2,2,0,0,0,0,0,0,20,7,25,12,4,0
"20240302EDICOV",2024-03-02,"Scotland League 1","Edinburgh City","Cove Rangers",0,2,"A",14,13,7,10,8,11,4,5,1,2,0,0,0,0,0,2,27,17,19,9,3,0
"20240302FALANN",2024-03-02,"Scotland League 1","Falkirk","Annan Athletic",1,1,"D",19,5,6,3,11,10,13,1,1,2,0,0,0,0,0,2,24,9,21,14,3,0
"20240302KELHAM",2024-03-02,"Scotland League 1","Kelty Hearts","Hamilton",0,5,"A",6,13,3,8,9,10,4,6,1,0,0,0,0,0,0,5,19,11,19,10,1,0
"20240302MONALL",2024-03-02,"Scotland League 1","Montrose","Alloa",4,3,"H",14,13,7,7,8,4,2,5,1,2,0,1,0,0,0,7,27,14,12,7,3,1
"20240302QUESTI",2024-03-02,"Scotland League 1","Queen of Sth","Stirling",2,2,"D",7,6,3,4,12,13,7,7,4,4,0,0,0,0,0,4,13,7,25,14,8,0
"20240305COVFAL",2024-03-05,"Scotland League 1","Cove Rangers","Falkirk",0,1,"A",2,13,1,6,8,10,1,10,2,2,0,0,0,0,0,1,15,7,18,11,4,0
"20240309ALLKEL",2024-03-09,"Scotland League 1","Alloa","Kelty Hearts",3,0,"H",17,5,9,1,3,7,9,2,0,2,0,0,0,0,0,3,22,10,10,11,2,0
"20240309ANNQUE",2024-03-09,"Scotland League 1","Annan Athletic","Queen of Sth",2,1,"H",10,9,6,5,5,9,10,5,0,2,0,0,0,0,0,3,19,11,14,15,2,0
"20240309COVMON",2024-03-09,"Scotland League 1","Cove Rangers","Montrose",1,4,"A",9,10,2,7,11,13,4,2,1,1,0,0,0,0,0,5,19,9,24,6,2,0
"20240309HAMEDI",2024-03-09,"Scotland League 1","Hamilton","Edinburgh City",1,0,"H",10,9,4,5,11,15,6,4,1,2,0,0,0,0,0,1,19,9,26,10,3,0
"20240309STIFAL",2024-03-09,"Scotland League 1","Stirling","Falkirk",1,2,"A",11,12,3,7,13,8,2,9,2,2,0,0,0,0,0,3,23,10,21,11,4,0
"20240316EDIALL",2024-03-16,"Scotland League 1","Edinburgh City","Alloa",2,5,"A",11,12,7,6,13,6,4,6,2,0,0,0,0,0,0,7,23,13,19,10,2,0
"20240316HAMSTI",2024-03-16,"Scotland League 1","Hamilton","Stirling",3,0,"H",13,8,6,3,8,10,4,3,0,0,0,0,0,0,0,3,21,9,18,7,0,0
"20240316KELCOV",2024-03-16,"Scotland League 1","Kelty Hearts","Cove Rangers",0,1,"A",11,5,3,2,7,9,3,6,1,2,0,0,0,0,0,1,16,5,16,9,3,0
"20240316MONANN",2024-03-16,"Scotland League 1","Montrose","Annan Athletic",1,1,"D",10,9,4,4,13,6,5,8,3,4,0,0,0,0,0,2,19,8,19,13,7,0
"20240316QUEFAL",2024-03-16,"Scotland League 1","Queen of Sth","Falkirk",1,4,"A",12,15,7,7,11,9,5,5,4,1,0,0,0,0,0,5,27,14,20,10,5,0
"20240319KELALL",2024-03-19,"Scotland League 1","Kelty Hearts","Alloa",2,1,"H",17,3,7,1,8,15,4,8,1,2,0,0,0,0,0,3,20,8,23,12,3,0
"20240323ALLQUE",2024-03-23,"Scotland League 1","Alloa","Queen of Sth",0,2,"A",6,11,3,7,10,10,7,7,0,0,0,0,0,0,0,2,17,10,20,14,0,0
"20240323ANNKEL",2024-03-23,"Scotland League 1","Annan Athletic","Kelty Hearts",3,2,"H",8,10,6,4,15,8,2,6,0,2,0,1,0,0,0,5,18,10,23,8,2,1
"20240323COVHAM",2024-03-23,"Scotland League 1","Cove Rangers","Hamilton",1,3,"A",12,14,5,5,4,9,7,6,0,1,0,0,0,0,0,4,26,10,13,13,1,0
"20240323FALEDI",2024-03-23,"Scotland League 1","Falkirk","Edinburgh City",4,1,"H",19,7,7,6,8,11,9,2,2,1,0,0,0,0,0,5,26,13,19,11,3,0
"20240323STIMON",2024-03-23,"Scotland League 1","Stirling","Montrose",1,0,"H",11,4,5,1,7,8,5,5,2,1,0,0,0,0,0,1,15,6,15,10,3,0
"20240330ALLANN",2024-03-30,"Scotland League 1","Alloa","Annan Athletic",1,1,"D",12,7,5,3,11,9,2,3,2,0,0,0,0,0,0,2,19,8,20,5,2,0
"20240330COVSTI",2024-03-30,"Scotland League 1","Cove Rangers","Stirling",4,2,"H",5,5,3,4,8,7,7,1,2,3,0,0,0,0,0,6,10,7,15,8,5,0
"20240330HAMQUE",2024-03-30,"Scotland League 1","Hamilton","Queen of Sth",0,0,"D",8,9,3,5,11,8,3,2,1,1,1,0,0,0,0,0,17,8,19,5,2,1
"20240330KELEDI",2024-03-30,"Scotland League 1","Kelty Hearts","Edinburgh City",3,1,"H",10,10,6,2,9,13,5,3,0,1,0,0,0,0,0,4,20,8,22,8,1,0
"20240330MONFAL",2024-03-30,"Scotland League 1","Montrose","Falkirk",1,7,"A",4,17,2,10,7,13,4,6,2,1,0,0,0,0,0,8,21,12,20,10,3,0
"20240406ANNHAM",2024-04-06,"Scotland League 1","Annan Athletic","Hamilton",1,3,"A",13,9,7,4,8,16,5,5,2,3,0,0,0,0,0,4,22,11,24,10,5,0
"20240406QUEKEL",2024-04-06,"Scotland League 1","Queen of Sth","Kelty Hearts",1,2,"A",7,14,3,4,15,11,8,4,4,3,0,0,0,0,0,3,21,7,26,12,7,0
"20240406STIALL",2024-04-06,"Scotland League 1","Stirling","Alloa",1,5,"A",12,9,4,7,5,11,6,2,1,2,0,0,0,0,0,6,21,11,16,8,3,0
"20240406FALCOV",2024-04-06,"Scotland League 1","Falkirk","Cove Rangers",5,1,"H",19,7,8,4,6,5,10,6,0,1,0,0,0,0,0,6,26,12,11,16,1,0
"20240413ALLMON",2024-04-13,"Scotland League 1","Alloa","Montrose",0,0,"D",5,7,2,5,3,14,6,6,1,1,0,0,0,0,0,0,12,7,17,12,2,0
"20240413ANNCOV",2024-04-13,"Scotland League 1","Annan Athletic","Cove Rangers",4,2,"H",10,7,8,5,10,6,4,8,3,1,0,0,0,0,0,6,17,13,16,12,4,0
"20240413KELSTI",2024-04-13,"Scotland League 1","Kelty Hearts","Stirling",1,0,"H",9,9,1,4,12,11,4,5,4,5,0,0,0,0,0,1,18,5,23,9,9,0
"20240413QUEEDI",2024-04-13,"Scotland League 1","Queen of Sth","Edinburgh City",2,0,"H",17,9,10,3,11,11,11,2,1,2,0,0,0,0,0,2,26,13,22,13,3,0
"20240413HAMFAL",2024-04-13,"Scotland League 1","Hamilton","Falkirk",0,2,"A",7,12,2,7,18,11,3,9,2,2,0,0,0,0,0,2,19,9,29,12,4,0
"20240416EDIMON",2024-04-16,"Scotland League 1","Edinburgh City","Montrose",1,0,"H",12,6,5,2,9,8,2,7,2,2,0,0,0,0,0,1,18,7,17,9,4,0
"20240420EDIANN",2024-04-20,"Scotland League 1","Edinburgh City","Annan Athletic",1,2,"A",5,15,2,6,16,10,4,3,4,1,0,0,0,0,0,3,20,8,26,7,5,0
"20240420FALKEL",2024-04-20,"Scotland League 1","Falkirk","Kelty Hearts",2,2,"D",10,16,3,4,10,8,4,7,2,0,1,0,0,0,0,4,26,7,18,11,2,1
"20240420MONHAM",2024-04-20,"Scotland League 1","Montrose","Hamilton",1,2,"A",8,15,2,6,11,8,9,3,0,0,0,0,0,0,0,3,23,8,19,12,0,0
"20240420STIQUE",2024-04-20,"Scotland League 1","Stirling","Queen of Sth",0,0,"D",10,10,4,6,16,7,8,6,1,1,0,0,0,0,0,0,20,10,23,14,2,0
"20240420COVALL",2024-04-20,"Scotland League 1","Cove Rangers","Alloa",2,3,"A",11,9,9,6,7,5,7,8,4,1,0,0,0,0,0,5,20,15,12,15,5,0
"20240427ALLHAM",2024-04-27,"Scotland League 1","Alloa","Hamilton",0,1,"A",9,8,4,5,11,12,4,4,1,2,0,0,0,0,0,1,17,9,23,8,3,0
"20240427ANNFAL",2024-04-27,"Scotland League 1","Annan Athletic","Falkirk",3,3,"D",5,12,3,8,7,17,3,13,2,2,0,0,0,0,0,6,17,11,24,16,4,0
"20240427EDISTI",2024-04-27,"Scotland League 1","Edinburgh City","Stirling",1,3,"A",11,17,4,7,14,14,3,8,3,4,0,0,0,0,0,4,28,11,28,11,7,0
"20240427KELMON",2024-04-27,"Scotland League 1","Kelty Hearts","Montrose",0,2,"A",11,7,4,5,11,9,7,2,1,1,0,0,0,0,0,2,18,9,20,9,2,0
"20240427QUECOV",2024-04-27,"Scotland League 1","Queen of Sth","Cove Rangers",2,0,"H",15,4,10,1,11,13,11,5,2,0,0,0,0,0,0,2,19,11,24,16,2,0
"20240504COVEDI",2024-05-04,"Scotland League 1","Cove Rangers","Edinburgh City",3,1,"H",17,5,9,2,13,11,4,3,2,1,0,0,0,0,0,4,22,11,24,7,3,0
"20240504FALALL",2024-05-04,"Scotland League 1","Falkirk","Alloa",2,2,"D",24,7,11,3,10,10,13,1,1,3,0,0,0,0,0,4,31,14,20,14,4,0
"20240504HAMKEL",2024-05-04,"Scotland League 1","Hamilton","Kelty Hearts",4,1,"H",19,12,12,5,7,6,6,3,0,0,0,0,0,0,0,5,31,17,13,9,0,0
"20240504MONQUE",2024-05-04,"Scotland League 1","Montrose","Queen of Sth",3,2,"H",9,11,6,4,13,13,3,6,1,0,0,0,0,0,0,5,20,10,26,9,1,0
"20240504STIANN",2024-05-04,"Scotland League 1","Stirling","Annan Athletic",1,1,"D",15,5,6,2,20,11,10,0,3,2,0,0,0,0,0,2,20,8,31,10,5,0
"20240803ALLQUE",2024-08-03,"Scotland League 1","Alloa","Queen of Sth",0,0,"D",9,6,3,3,11,3,11,3,0,0,0,0,0,0,0,0,15,6,14,14,0,0
"20240803COVANN",2024-08-03,"Scotland League 1","Cove Rangers","Annan Athletic",1,3,"A",9,8,2,4,9,6,4,8,2,1,1,0,0,0,0,4,17,6,15,12,3,1
"20240803INVDUM",2024-08-03,"Scotland League 1","Inverness C","Dumbarton",1,1,"D",11,7,5,3,9,17,7,7,2,1,0,1,0,0,0,2,18,8,26,14,3,1
"20240803MONKEL",2024-08-03,"Scotland League 1","Montrose","Kelty Hearts",1,1,"D",10,14,4,4,9,10,12,4,2,1,0,0,0,0,0,2,24,8,19,16,3,0
"20240803STEARB",2024-08-03,"Scotland League 1","Stenhousemuir","Arbroath",2,1,"H",9,8,5,1,7,12,12,8,3,1,0,0,0,0,0,3,17,6,19,20,4,0
"20240810ANNINV",2024-08-10,"Scotland League 1","Annan Athletic","Inverness C",1,0,"H",5,5,2,1,13,9,6,6,2,1,0,0,0,0,0,1,10,3,22,12,3,0
"20240810ARBMON",2024-08-10,"Scotland League 1","Arbroath","Montrose",0,0,"D",11,2,5,2,10,13,3,2,1,2,0,1,0,0,0,0,13,7,23,5,3,1
"20240810DUMALL",2024-08-10,"Scotland League 1","Dumbarton","Alloa",3,3,"D",9,11,3,9,12,10,10,2,3,3,0,0,0,0,0,6,20,12,22,12,6,0
"20240810KELSTE",2024-08-10,"Scotland League 1","Kelty Hearts","Stenhousemuir",2,0,"H",11,13,7,2,14,8,6,8,2,0,0,0,0,0,0,2,24,9,22,14,2,0
"20240810QUECOV",2024-08-10,"Scotland League 1","Queen of Sth","Cove Rangers",2,1,"H",10,13,6,7,6,4,2,7,3,1,0,0,0,0,0,3,23,13,10,9,4,0
"20240817ALLSTE",2024-08-17,"Scotland League 1","Alloa","Stenhousemuir",1,0,"H",12,10,8,4,13,13,7,4,3,3,0,0,0,0,0,1,22,12,26,11,6,0
"20240817ARBKEL",2024-08-17,"Scotland League 1","Arbroath","Kelty Hearts",0,3,"A",10,15,5,7,8,11,3,7,1,2,0,0,0,0,0,3,25,12,19,10,3,0
"20240817COVDUM",2024-08-17,"Scotland League 1","Cove Rangers","Dumbarton",1,1,"D",12,12,6,5,7,11,6,4,2,1,0,0,0,0,0,2,24,11,18,10,3,0
"20240817INVMON",2024-08-17,"Scotland League 1","Inverness C","Montrose",1,1,"D",17,2,7,1,10,11,7,4,2,4,0,1,0,0,0,2,19,8,21,11,6,1
"20240817QUEANN",2024-08-17,"Scotland League 1","Queen of Sth","Annan Athletic",2,0,"H",9,7,5,2,9,7,4,10,3,5,0,0,0,0,0,2,16,7,16,14,8,0
"20240824ANNALL",2024-08-24,"Scotland League 1","Annan Athletic","Alloa",0,1,"A",12,7,2,5,7,10,4,6,3,3,0,0,0,0,0,1,19,7,17,10,6,0
"20240824DUMARB",2024-08-24,"Scotland League 1","Dumbarton","Arbroath",2,2,"D",15,10,7,5,8,10,14,11,1,3,0,0,0,0,0,4,25,12,18,25,4,0
"20240824KELINV",2024-08-24,"Scotland League 1","Kelty Hearts","Inverness C",0,0,"D",6,6,3,1,6,14,5,3,3,3,0,0,0,0,0,0,12,4,20,8,6,0
"20240824STECOV",2024-08-24,"Scotland League 1","Stenhousemuir","Cove Rangers",3,2,"H",8,5,4,2,7,13,6,5,2,1,0,0,0,0,0,5,13,6,20,11,3,0
"20240824MONQUE",2024-08-24,"Scotland League 1","Montrose","Queen of Sth",1,0,"H",6,10,1,2,10,16,7,4,1,2,0,1,0,0,0,1,16,3,26,11,3,1
"20240831ARBALL",2024-08-31,"Scotland League 1","Arbroath","Alloa",0,0,"D",9,3,2,2,11,11,8,1,3,2,0,0,0,0,0,0,12,4,22,9,5,0
"20240831COVMON",2024-08-31,"Scotland League 1","Cove Rangers","Montrose",1,0,"H",9,3,3,2,12,12,5,8,2,2,0,0,0,0,0,1,12,5,24,13,4,0
"20240831DUMKEL",2024-08-31,"Scotland League 1","Dumbarton","Kelty Hearts",2,2,"D",14,7,6,4,10,6,13,3,2,0,0,0,0,0,0,4,21,10,16,16,2,0
"20240831INVQUE",2024-08-31,"Scotland League 1","Inverness C","Queen of Sth",1,0,"H",7,7,3,1,12,10,1,2,2,2,0,0,0,0,0,1,14,4,22,3,4,0
"20240831STEANN",2024-08-31,"Scotland League 1","Stenhousemuir","Annan Athletic",5,1,"H",11,13,6,7,14,6,3,5,2,1,0,0,0,0,0,6,24,13,20,8,3,0
"20240914ALLINV",2024-09-14,"Scotland League 1","Alloa","Inverness C",2,2,"D",6,10,5,6,10,10,6,4,1,2,0,0,0,0,0,4,16,11,20,10,3,0
"20240914ANNDUM",2024-09-14,"Scotland League 1","Annan Athletic","Dumbarton",1,1,"D",16,10,6,7,6,11,12,7,2,3,0,1,0,0,0,2,26,13,17,19,5,1
"20240914KELCOV",2024-09-14,"Scotland League 1","Kelty Hearts","Cove Rangers",1,3,"A",9,13,5,5,5,7,2,4,0,0,0,0,0,0,0,4,22,10,12,6,0,0
"20240914MONSTE",2024-09-14,"Scotland League 1","Montrose","Stenhousemuir",3,0,"H",10,10,4,2,12,14,2,6,3,3,0,0,0,0,0,3,20,6,26,8,6,0
"20240914QUEARB",2024-09-14,"Scotland League 1","Queen of Sth","Arbroath",2,1,"H",11,6,6,2,14,8,4,5,3,0,0,0,0,0,0,3,17,8,22,9,3,0
"20240921ALLKEL",2024-09-21,"Scotland League 1","Alloa","Kelty Hearts",1,0,"H",8,8,4,5,21,11,7,7,2,5,0,0,0,0,0,1,16,9,32,14,7,0
"20240921ARBANN",2024-09-21,"Scotland League 1","Arbroath","Annan Athletic",2,0,"H",8,3,3,1,12,8,8,1,4,0,0,0,0,0,0,2,11,4,20,9,4,0
"20240921DUMMON",2024-09-21,"Scotland League 1","Dumbarton","Montrose",0,1,"A",11,1,2,1,7,12,15,0,0,1,0,0,0,0,0,1,12,3,19,15,1,0
"20240921INVCOV",2024-09-21,"Scotland League 1","Inverness C","Cove Rangers",1,1,"D",6,5,3,2,6,20,2,3,1,4,0,0,0,0,0,2,11,5,26,5,5,0
"20240921STEQUE",2024-09-21,"Scotland League 1","Stenhousemuir","Queen of Sth",0,0,"D",4,14,1,10,20,8,3,6,6,3,0,0,0,0,0,0,18,11,28,9,9,0
"20240928INVSTE",2024-09-28,"Scotland League 1","Inverness C","Stenhousemuir",0,0,"D",8,6,3,1,11,15,3,1,2,1,0,0,0,0,0,0,14,4,26,4,3,0
"20240928KELANN",2024-09-28,"Scotland League 1","Kelty Hearts","Annan Athletic",3,0,"H",7,3,5,2,13,7,8,2,1,0,0,1,0,0,0,3,10,7,20,10,1,1
"20240928MONALL",2024-09-28,"Scotland League 1","Montrose","Alloa",2,2,"D",7,11,4,5,8,10,6,11,2,2,0,0,0,0,0,4,18,9,18,17,4,0
"20240928QUEDUM",2024-09-28,"Scotland League 1","Queen of Sth","Dumbarton",2,0,"H",12,16,5,2,7,9,5,3,1,3,0,1,0,0,0,2,28,7,16,8,4,1
"20240928COVARB",2024-09-28,"Scotland League 1","Cove Rangers","Arbroath",2,4,"A",9,8,4,7,18,9,10,4,2,1,0,0,0,0,0,6,17,11,27,14,3,0
"20241005ALLCOV",2024-10-05,"Scotland League 1","Alloa","Cove Rangers",0,2,"A",1,8,0,3,17,10,2,3,1,2,1,0,0,0,0,2,9,3,27,5,3,1
"20241005ANNMON",2024-10-05,"Scotland League 1","Annan Athletic","Montrose",1,0,"H",10,4,3,0,10,14,4,0,1,2,0,0,0,0,0,1,14,3,24,4,3,0
"20241005ARBINV",2024-10-05,"Scotland League 1","Arbroath","Inverness C",1,0,"H",4,11,2,3,14,7,3,3,0,1,1,0,0,0,0,1,15,5,21,6,1,1
"20241005DUMSTE",2024-10-05,"Scotland League 1","Dumbarton","Stenhousemuir",1,3,"A",7,20,2,10,10,13,3,12,0,0,1,0,0,0,0,4,27,12,23,15,0,1
"20241005QUEKEL",2024-10-05,"Scotland League 1","Queen of Sth","Kelty Hearts",1,5,"A",7,11,4,6,11,9,5,6,3,1,1,0,0,0,0,6,18,10,20,11,4,1
"20241019ARBDUM",2024-10-19,"Scotland League 1","Arbroath","Dumbarton",1,3,"A",4,11,1,8,7,12,3,6,2,4,0,0,0,0,0,4,15,9,19,9,6,0
"20241019COVQUE",2024-10-19,"Scotland League 1","Cove Rangers","Queen of Sth",2,0,"H",9,5,3,4,12,7,3,5,0,0,0,0,0,0,0,2,14,7,19,8,0,0
"20241019INVANN",2024-10-19,"Scotland League 1","Inverness C","Annan Athletic",1,0,"H",7,2,3,2,9,15,5,1,3,3,0,0,0,0,0,1,9,5,24,6,6,0
"20241019KELMON",2024-10-19,"Scotland League 1","Kelty Hearts","Montrose",0,2,"A",2,7,0,5,14,13,3,6,2,2,1,0,0,0,0,2,9,5,27,9,4,1
"20241019STEALL",2024-10-19,"Scotland League 1","Stenhousemuir","Alloa",0,1,"A",17,12,7,4,8,11,6,7,2,1,0,0,0,0,0,1,29,11,19,13,3,0
"20241026ALLARB",2024-10-26,"Scotland League 1","Alloa","Arbroath",0,1,"A",5,10,1,5,11,12,4,10,0,1,2,0,0,0,0,1,15,6,23,14,1,2
"20241026DUMINV",2024-10-26,"Scotland League 1","Dumbarton","Inverness C",3,1,"H",10,10,5,4,9,10,1,4,1,2,0,0,0,0,0,4,20,9,19,5,3,0
"20241026MONCOV",2024-10-26,"Scotland League 1","Montrose","Cove Rangers",0,2,"A",9,12,2,6,10,8,12,2,4,2,0,0,0,0,0,2,21,8,18,14,6,0
"20241026STEKEL",2024-10-26,"Scotland League 1","Stenhousemuir","Kelty Hearts",2,1,"H",14,6,5,5,13,14,13,6,3,3,0,0,0,0,0,3,20,10,27,19,6,0
"20241026ANNQUE",2024-10-26,"Scotland League 1","Annan Athletic","Queen of Sth",1,0,"H",6,12,2,4,16,16,5,5,4,3,0,0,0,0,0,1,18,6,32,10,7,0
"20241102DUMCOV",2024-11-02,"Scotland League 1","Dumbarton","Cove Rangers",0,3,"A",10,6,4,3,8,7,9,1,1,0,0,0,0,0,0,3,16,7,15,10,1,0
"20241102ALLANN",2024-11-02,"Scotland League 1","Alloa","Annan Athletic",5,0,"H",10,9,8,2,7,10,7,2,1,3,0,0,0,0,0,5,19,10,17,9,4,0
"20241102ARBSTE",2024-11-02,"Scotland League 1","Arbroath","Stenhousemuir",1,0,"H",11,9,4,1,10,12,6,6,0,4,0,0,0,0,0,1,20,5,22,12,4,0
"20241102INVKEL",2024-11-02,"Scotland League 1","Inverness C","Kelty Hearts",1,1,"D",9,8,5,3,11,7,8,6,2,0,0,0,0,0,0,2,17,8,18,14,2,0
"20241102QUEMON",2024-11-02,"Scotland League 1","Queen of Sth","Montrose",1,0,"H",NA,NA,NA,NA,NA,NA,NA,NA,3,2,0,2,0,0,0,1,NA,NA,NA,NA,5,2
"20241109ANNSTE",2024-11-09,"Scotland League 1","Annan Athletic","Stenhousemuir",1,1,"D",9,11,4,3,5,13,2,3,0,1,0,0,0,0,0,2,20,7,18,5,1,0
"20241109COVINV",2024-11-09,"Scotland League 1","Cove Rangers","Inverness C",1,2,"A",5,12,3,6,13,11,6,2,1,0,0,0,0,0,0,3,17,9,24,8,1,0
"20241109KELDUM",2024-11-09,"Scotland League 1","Kelty Hearts","Dumbarton",2,0,"H",15,9,4,3,6,9,10,5,0,0,0,0,0,0,0,2,24,7,15,15,0,0
"20241109MONARB",2024-11-09,"Scotland League 1","Montrose","Arbroath",1,1,"D",15,23,8,8,12,9,8,4,3,1,1,0,0,0,0,2,38,16,21,12,4,1
"20241109QUEALL",2024-11-09,"Scotland League 1","Queen of Sth","Alloa",1,1,"D",10,13,5,5,6,14,5,4,1,3,0,0,0,0,0,2,23,10,20,9,4,0
"20241116ANNKEL",2024-11-16,"Scotland League 1","Annan Athletic","Kelty Hearts",0,2,"A",9,7,1,4,7,15,4,1,0,4,0,0,0,0,0,2,16,5,22,5,4,0
"20241116ARBCOV",2024-11-16,"Scotland League 1","Arbroath","Cove Rangers",2,1,"H",7,10,5,3,9,8,9,3,3,3,0,0,0,0,0,3,17,8,17,12,6,0
"20241116DUMQUE",2024-11-16,"Scotland League 1","Dumbarton","Queen of Sth",2,1,"H",16,4,5,3,11,13,9,7,3,5,0,0,0,0,0,3,20,8,24,16,8,0
"20241116INVALL",2024-11-16,"Scotland League 1","Inverness C","Alloa",1,0,"H",10,5,5,2,11,11,5,2,3,2,0,0,0,0,0,1,15,7,22,7,5,0
"20241116STEMON",2024-11-16,"Scotland League 1","Stenhousemuir","Montrose",1,0,"H",12,6,4,3,9,9,4,5,0,1,0,0,0,0,0,1,18,7,18,9,1,0
"20241123MONANN",2024-11-23,"Scotland League 1","Montrose","Annan Athletic",2,1,"H",6,8,3,2,15,5,5,3,1,1,0,0,0,0,0,3,14,5,20,8,2,0
"20241203ALLDUM",2024-12-03,"Scotland League 1","Alloa","Dumbarton",2,2,"D",6,9,6,6,13,14,4,2,3,3,0,0,0,0,0,4,15,12,27,6,6,0
"20241203COVSTE",2024-12-03,"Scotland League 1","Cove Rangers","Stenhousemuir",0,3,"A",9,13,4,9,7,12,0,6,1,1,0,0,0,0,0,3,22,13,19,6,2,0
"20241207ANNCOV",2024-12-07,"Scotland League 1","Annan Athletic","Cove Rangers",1,1,"D",5,11,5,5,10,17,5,6,1,1,0,0,0,0,0,2,16,10,27,11,2,0
"20241207KELALL",2024-12-07,"Scotland League 1","Kelty Hearts","Alloa",0,2,"A",6,9,0,5,9,3,7,1,3,3,0,0,0,0,0,2,15,5,12,8,6,0
"20241207MONINV",2024-12-07,"Scotland League 1","Montrose","Inverness C",2,3,"A",3,19,2,13,11,9,3,10,3,0,1,0,0,0,0,5,22,15,20,13,3,1
"20241207STEDUM",2024-12-07,"Scotland League 1","Stenhousemuir","Dumbarton",4,0,"H",11,4,7,2,3,13,7,2,1,3,0,1,0,0,0,4,15,9,16,9,4,1
"20241207ARBQUE",2024-12-07,"Scotland League 1","Arbroath","Queen of Sth",2,1,"H",12,5,6,2,14,13,6,0,2,1,0,0,0,0,0,3,17,8,27,6,3,0
"20241214ALLMON",2024-12-14,"Scotland League 1","Alloa","Montrose",1,2,"A",8,5,4,3,13,12,5,1,4,1,0,0,0,0,0,3,13,7,25,6,5,0
"20241214COVKEL",2024-12-14,"Scotland League 1","Cove Rangers","Kelty Hearts",0,0,"D",7,8,3,1,14,6,4,5,2,1,0,0,0,0,0,0,15,4,20,9,3,0
"20241214DUMANN",2024-12-14,"Scotland League 1","Dumbarton","Annan Athletic",1,5,"A",15,15,5,9,11,8,7,5,1,2,0,0,0,0,0,6,30,14,19,12,3,0
"20241214INVARB",2024-12-14,"Scotland League 1","Inverness C","Arbroath",0,2,"A",8,7,0,4,10,14,6,5,1,1,1,0,0,0,0,2,15,4,24,11,2,1
"20241214QUESTE",2024-12-14,"Scotland League 1","Queen of Sth","Stenhousemuir",2,1,"H",12,8,3,5,8,18,2,5,2,5,0,0,0,0,0,3,20,8,26,7,7,0
"20241217KELARB",2024-12-17,"Scotland League 1","Kelty Hearts","Arbroath",3,2,"H",8,7,5,5,10,10,9,4,1,1,0,0,0,0,0,5,15,10,20,13,2,0
"20241221ANNARB",2024-12-21,"Scotland League 1","Annan Athletic","Arbroath",0,4,"A",3,11,1,6,8,7,6,6,1,1,0,0,0,0,0,4,14,7,15,12,2,0
"20241221COVALL",2024-12-21,"Scotland League 1","Cove Rangers","Alloa",2,0,"H",7,10,4,4,7,7,2,8,1,1,0,0,0,0,0,2,17,8,14,10,2,0
"20241221KELQUE",2024-12-21,"Scotland League 1","Kelty Hearts","Queen of Sth",2,0,"H",10,5,7,2,10,14,2,4,2,0,0,0,0,0,0,2,15,9,24,6,2,0
"20241221MONDUM",2024-12-21,"Scotland League 1","Montrose","Dumbarton",1,2,"A",7,7,5,2,12,5,4,3,4,1,1,0,0,0,0,3,14,7,17,7,5,1
"20241221STEINV",2024-12-21,"Scotland League 1","Stenhousemuir","Inverness C",0,1,"A",6,18,4,9,15,7,1,8,1,1,0,0,0,0,0,1,24,13,22,9,2,0
"20241228ALLSTE",2024-12-28,"Scotland League 1","Alloa","Stenhousemuir",1,3,"A",6,9,2,7,12,7,6,4,1,0,0,0,0,0,0,4,15,9,19,10,1,0
"20241228ARBMON",2024-12-28,"Scotland League 1","Arbroath","Montrose",3,0,"H",6,9,3,2,12,12,5,6,2,1,0,0,0,0,0,3,15,5,24,11,3,0
